time,device_id,f_cnt,BatV,Bat_status,Ext_sensor,Hum_SHT,TempC_DS,TempC_SHT,Exti_pin_level,Exti_status,Work_mode
2026-01-04 07:00:00+00:00,raingaugetest1,,3.086,3.0,Temperature Sensor,99.4,0.06,0.44,,False,
2026-01-04 07:30:00+00:00,raingaugetest1,,3.086,3.0,Temperature Sensor,99.4,-0.06000000000000001,0.275,,False,
2026-01-04 08:00:00+00:00,raingaugetest1,,3.086,3.0,Temperature Sensor,99.4,-0.18,0.11,,False,
2026-01-04 08:30:00+00:00,raingaugetest1,,3.086,3.0,Temperature Sensor,99.4,0.06500000000000003,0.325,,False,
2026-01-04 09:00:00+00:00,raingaugetest1,,3.086,3.0,Temperature Sensor,99.4,0.31,0.54,,False,
2026-01-04 09:30:00+00:00,raingaugetest1,,3.086,3.0,Temperature Sensor,97.7,1.06,1.13,,False,
2026-01-04 10:00:00+00:00,raingaugetest1,,3.086,3.0,Temperature Sensor,97.8,0.93,0.97,,False,
2026-01-04 10:30:00+00:00,raingaugetest1,,3.086,3.0,Temperature Sensor,89.0,6.12,2.87,,False,
2026-01-04 11:00:00+00:00,raingaugetest1,,3.086,3.0,Temperature Sensor,88.6,7.5,3.21,,False,
2026-01-04 11:30:00+00:00,raingaugetest1,,3.086,3.0,Temperature Sensor,90.3,5.6850000000000005,2.725,,False,
2026-01-04 12:00:00+00:00,raingaugetest1,,3.086,3.0,Temperature Sensor,92.0,3.87,2.24,,False,
2026-01-04 12:30:00+00:00,raingaugetest1,,3.086,3.0,Temperature Sensor,89.0,7.37,3.08,,False,
2026-01-04 13:00:00+00:00,raingaugetest1,,3.086,3.0,Temperature Sensor,92.5,3.12,2.1,,False,
2026-01-04 13:30:00+00:00,raingaugetest1,,3.086,3.0,Temperature Sensor,94.4,1.25,1.34,,False,
2026-01-04 14:00:00+00:00,raingaugetest1,,3.086,3.0,Temperature Sensor,96.8,1.12,0.92,,False,
2026-01-04 14:30:00+00:00,raingaugetest1,,3.086,3.0,Temperature Sensor,97.24,0.9580000000000001,0.8320000000000001,,False,
2026-01-04 15:00:00+00:00,raingaugetest1,,3.086,3.0,Temperature Sensor,97.67999999999999,0.796,0.744,,False,
2026-01-04 15:30:00+00:00,raingaugetest1,,3.086,3.0,Temperature Sensor,98.12,0.6340000000000001,0.656,,False,
2026-01-04 16:00:00+00:00,raingaugetest1,,3.086,3.0,Temperature Sensor,98.56,0.4720000000000001,0.5680000000000001,,False,
2026-01-04 16:30:00+00:00,raingaugetest1,,3.086,3.0,Temperature Sensor,99.0,0.31,0.48,,False,
2026-01-04 17:00:00+00:00,raingaugetest1,,3.086,3.0,Temperature Sensor,99.2,0.31,0.485,,False,
2026-01-04 17:30:00+00:00,raingaugetest1,,3.086,3.0,Temperature Sensor,99.4,0.31,0.49,,False,
2026-01-04 18:00:00+00:00,raingaugetest1,,3.086,3.0,Temperature Sensor,99.6,0.25,0.43,,False,
2026-01-04 18:30:00+00:00,raingaugetest1,,3.086,3.0,Temperature Sensor,96.44999999999999,-0.15500000000000003,0.26,,False,
2026-01-04 19:00:00+00:00,raingaugetest1,,3.086,3.0,Temperature Sensor,93.3,-0.56,0.09,,False,
